Order_id,Order_date,Delivery_date,Customer_id,Order_Item,Order_Qty,Order_Value,Payment_Type,Channel
O00013147,2026-03-04,2026-03-12,C011157,Skincare,1,2105.82,UPI,Qcom
O00013148,2026-03-16,2026-03-19,C011158,Makeup,3,2914.02,UPI,Qcom
O00013149,2026-03-19,2026-03-24,C011159,Haircare,3,7067.98,Net Banking,Meta
O00013150,2026-03-07,2026-03-13,C011159,Makeup,2,940.79,UPI,Qcom
O00013151,2026-03-05,2026-03-09,C011160,Skincare,1,2325.3,COD,Website
O00013152,2026-03-20,2026-03-25,C011161,Haircare,2,2678.12,UPI,GoogleAds
O00013153,2026-03-23,2026-03-25,C011162,Wellness,2,1863.67,UPI,Website
O00013154,2026-03-13,2026-03-17,C011163,Skincare,1,2768.62,COD,GoogleAds
O00013155,2026-03-16,2026-03-23,C011164,Bath & Body,2,2312.62,UPI,Qcom
O00013156,2026-03-19,2026-03-24,C011165,Skincare,1,2785.45,UPI,Website
O00013157,2026-03-20,2026-03-28,C011166,Skincare,2,4055.99,Credit Card,Website
O00013158,2026-03-13,2026-03-20,C011167,Haircare,1,2292.13,Debit Card,Qcom
O00013159,2026-03-23,2026-03-31,C011167,Haircare,1,1404.35,Credit Card,Ecom
O00013160,2026-03-15,2026-03-19,C011168,Skincare,1,1815.15,UPI,Website
O00013161,2026-03-22,2026-03-24,C011169,Skincare,1,1969.63,UPI,Qcom
O00013162,2026-03-05,2026-03-10,C011170,Haircare,2,2421.05,Net Banking,Website
O00013163,2026-03-19,2026-03-24,C011171,Skincare,1,2548.87,Net Banking,Qcom
O00013164,2026-03-03,2026-03-06,C011172,Haircare,2,3061.64,UPI,Ecom
O00013165,2026-03-02,2026-03-08,C011172,Skincare,2,3279.98,Credit Card,Meta
O00013166,2026-03-11,2026-03-13,C011173,Haircare,1,864.85,COD,GoogleAds
O00013167,2026-03-04,2026-03-11,C011174,Skincare,1,1487.59,Debit Card,Qcom
O00013168,2026-03-27,2026-04-04,C011175,Bath & Body,1,1164.97,COD,Website
O00013169,2026-03-25,2026-03-27,C011176,Haircare,1,1273.34,Net Banking,Qcom
O00013170,2026-03-08,2026-03-14,C011177,Haircare,2,3071.13,UPI,Qcom
O00013171,2026-03-14,2026-03-17,C011178,Bath & Body,1,927.87,Credit Card,Website
O00013172,2026-03-27,2026-03-29,C011179,Fragrance,1,939.37,Net Banking,GoogleAds
O00013173,2026-03-15,2026-03-23,C011179,Skincare,1,3039.52,UPI,Meta
O00013174,2026-03-13,2026-03-20,C011180,Skincare,1,2432.23,UPI,Ecom
O00013175,2026-03-13,2026-03-17,C011180,Bath & Body,1,726.1,UPI,GoogleAds
O00013176,2026-03-03,2026-03-11,C011181,Skincare,3,8266.7,COD,Ecom
O00013177,2026-03-19,2026-03-27,C011182,Haircare,1,656.75,UPI,Website
O00013178,2026-03-19,2026-03-22,C011182,Haircare,1,1141.17,UPI,Qcom
O00013179,2026-03-23,2026-03-29,C011183,Wellness,2,2430.67,UPI,Ecom
O00013180,2026-03-27,2026-03-28,C011184,Fragrance,1,2471.83,Credit Card,Ecom
O00013181,2026-03-08,2026-03-10,C011185,Makeup,2,1936.36,UPI,Qcom
O00013182,2026-03-27,2026-03-29,C011186,Skincare,1,1292.93,UPI,Ecom
O00013183,2026-03-03,2026-03-10,C011187,Haircare,3,2720.38,Debit Card,GoogleAds
O00013184,2026-03-05,2026-03-11,C011188,Skincare,1,2531.65,Net Banking,Website
O00013185,2026-03-26,2026-03-30,C011189,Haircare,1,1855.25,Net Banking,Qcom
O00013186,2026-03-24,2026-04-01,C011190,Bath & Body,1,821.42,Credit Card,Qcom
O00013187,2026-03-13,2026-03-20,C011190,Makeup,2,2705.61,COD,Qcom
O00013188,2026-03-21,2026-03-29,C011191,Haircare,2,3942.99,UPI,Meta
O00013189,2026-03-14,2026-03-19,C011192,Makeup,1,1115.18,Net Banking,Qcom
O00013190,2026-03-26,2026-03-31,C011193,Haircare,1,2224.03,Net Banking,Website
O00013191,2026-03-20,2026-03-28,C011194,Bath & Body,1,455.21,COD,GoogleAds
O00013192,2026-03-13,2026-03-17,C011195,Haircare,1,589.37,Credit Card,Ecom
O00013193,2026-03-09,2026-03-11,C011196,Bath & Body,1,1026.65,UPI,Website
O00013194,2026-03-10,2026-03-16,C011196,Skincare,1,1717.37,UPI,Ecom
O00013195,2026-03-19,2026-03-27,C011197,Haircare,3,3769.4,Credit Card,Qcom
O00013196,2026-03-10,2026-03-16,C011198,Skincare,1,1452.81,UPI,Qcom
O00013197,2026-03-21,2026-03-22,C011199,Skincare,1,1789.94,UPI,Qcom
O00013198,2026-03-18,2026-03-25,C011200,Skincare,2,5319.86,Net Banking,Qcom
O00013199,2026-03-21,2026-03-29,C011201,Skincare,3,5985.79,Net Banking,Qcom
O00013200,2026-03-13,2026-03-17,C011201,Fragrance,1,1595.92,Net Banking,Ecom
O00013201,2026-03-05,2026-03-12,C011202,Skincare,1,2482.17,Credit Card,Meta
O00013202,2026-03-13,2026-03-15,C011203,Skincare,1,1140.86,Credit Card,Website
O00013203,2026-03-16,2026-03-24,C011204,Haircare,1,682.77,UPI,Website
O00013204,2026-03-22,2026-03-25,C011205,Skincare,2,1653.19,COD,Website
O00013205,2026-03-23,2026-03-29,C011206,Haircare,1,937.55,Net Banking,Website
O00013206,2026-03-01,2026-03-03,C011207,Haircare,1,1687.54,Debit Card,Qcom
O00013207,2026-03-21,2026-03-22,C011207,Makeup,1,1469.96,UPI,Meta
O00013208,2026-03-06,2026-03-10,C011208,Fragrance,2,1577.13,UPI,Ecom
O00013209,2026-03-02,2026-03-08,C011209,Makeup,1,1660.66,Debit Card,Website
O00013210,2026-03-24,2026-03-27,C011210,Skincare,2,1886.51,Debit Card,Ecom
O00013211,2026-03-26,2026-03-30,C011210,Haircare,2,3063.96,Credit Card,Website
O00013212,2026-03-20,2026-03-24,C011211,Haircare,1,596.11,Credit Card,Qcom
O00013213,2026-03-23,2026-03-24,C011212,Skincare,2,3469.25,UPI,GoogleAds
O00013214,2026-03-08,2026-03-16,C011213,Haircare,1,1702.47,UPI,Qcom
O00013215,2026-03-15,2026-03-16,C011214,Skincare,2,2122.99,Debit Card,GoogleAds
O00013216,2026-03-25,2026-03-29,C011214,Haircare,1,935.23,UPI,Ecom
O00013217,2026-03-11,2026-03-13,C011215,Makeup,1,1255.74,Credit Card,Website
O00013218,2026-03-20,2026-03-22,C011215,Haircare,1,1476.97,UPI,GoogleAds
O00013219,2026-03-01,2026-03-05,C011216,Fragrance,2,3452.56,Credit Card,Qcom
O00013220,2026-03-18,2026-03-19,C011217,Skincare,3,3210.88,Debit Card,Ecom
O00013221,2026-03-15,2026-03-17,C011218,Haircare,1,988.14,UPI,Meta
O00013222,2026-03-07,2026-03-14,C011219,Haircare,1,743.34,Debit Card,GoogleAds
O00013223,2026-03-20,2026-03-21,C011220,Haircare,2,4004.62,Debit Card,Website
O00013224,2026-03-09,2026-03-10,C011221,Wellness,2,2689.11,UPI,Qcom
O00013225,2026-03-25,2026-03-27,C011222,Skincare,1,2090.79,Debit Card,Website
O00013226,2026-03-24,2026-04-01,C011223,Haircare,1,1896.02,Net Banking,Website
O00013227,2026-03-17,2026-03-21,C011224,Skincare,1,1014.25,Credit Card,Website
O00013228,2026-03-03,2026-03-07,C011225,Fragrance,2,5722.98,UPI,GoogleAds
O00013229,2026-03-23,2026-03-28,C011226,Fragrance,1,2066.61,UPI,Qcom
O00013230,2026-03-06,2026-03-12,C011227,Bath & Body,1,659.27,UPI,Qcom
O00013231,2026-03-03,2026-03-08,C011228,Skincare,1,1272.5,UPI,Qcom
O00013232,2026-03-15,2026-03-16,C011229,Skincare,1,1069.73,Credit Card,Website
O00013233,2026-03-07,2026-03-15,C011230,Haircare,1,1980.54,Credit Card,Qcom
O00013234,2026-03-05,2026-03-09,C011230,Haircare,1,740.85,UPI,GoogleAds
O00013235,2026-03-26,2026-03-30,C011231,Skincare,1,1093.41,COD,Ecom
O00013236,2026-03-26,2026-04-01,C011231,Skincare,2,4936.07,Net Banking,Ecom
O00013237,2026-03-06,2026-03-10,C011232,Haircare,1,1828.51,UPI,Ecom
O00013238,2026-03-24,2026-03-31,C011233,Skincare,2,2390.96,Net Banking,Meta
O00013239,2026-03-09,2026-03-16,C011234,Haircare,1,1761.28,Credit Card,Meta
O00013240,2026-03-07,2026-03-13,C011235,Wellness,1,1216.19,UPI,Website
O00013241,2026-03-07,2026-03-14,C011236,Bath & Body,1,1082.6,COD,GoogleAds
O00013242,2026-03-26,2026-04-02,C011236,Fragrance,1,3134.62,Net Banking,Qcom
O00013243,2026-03-24,2026-03-30,C011237,Bath & Body,1,1144.9,UPI,Qcom
O00013244,2026-03-21,2026-03-28,C011237,Haircare,1,2008.86,Credit Card,Ecom
O00013245,2026-03-22,2026-03-25,C011238,Haircare,1,828.52,UPI,Qcom
O00013246,2026-03-02,2026-03-04,C011239,Skincare,2,5398.34,Credit Card,Website
O00013247,2026-03-05,2026-03-09,C011240,Skincare,1,1995.56,UPI,Qcom
O00013248,2026-03-22,2026-03-26,C011241,Haircare,1,2411.54,COD,Ecom
O00013249,2026-03-09,2026-03-11,C011242,Haircare,2,3901.28,Debit Card,Ecom
O00013250,2026-03-18,2026-03-19,C011243,Wellness,1,614.33,UPI,Ecom
O00013251,2026-03-16,2026-03-23,C011244,Haircare,1,889.86,Net Banking,Website
O00013252,2026-03-07,2026-03-08,C011245,Haircare,1,1894.4,UPI,Qcom
O00013253,2026-03-24,2026-03-29,C011246,Fragrance,1,972.49,Credit Card,Ecom
O00013254,2026-03-06,2026-03-12,C011247,Skincare,2,2197.32,Credit Card,Ecom
O00013255,2026-03-17,2026-03-19,C011247,Makeup,1,867.74,UPI,Qcom
O00013256,2026-03-05,2026-03-11,C011248,Skincare,1,2366.92,UPI,Ecom
O00013257,2026-03-07,2026-03-14,C011249,Haircare,1,847.34,UPI,Website
O00013258,2026-03-09,2026-03-11,C011250,Haircare,1,1300.2,Credit Card,Qcom
O00013259,2026-03-06,2026-03-10,C011251,Haircare,1,529.67,UPI,Qcom
O00013260,2026-03-06,2026-03-12,C011251,Skincare,2,2046.5,UPI,Ecom
O00013261,2026-03-02,2026-03-10,C011252,Skincare,3,7229.93,UPI,Qcom
O00013262,2026-03-03,2026-03-09,C011253,Haircare,1,1766.97,UPI,GoogleAds
O00013263,2026-03-13,2026-03-17,C011254,Skincare,1,1971.45,Credit Card,Ecom
O00013264,2026-03-27,2026-04-03,C011255,Haircare,1,1461.48,UPI,Qcom
O00013265,2026-03-15,2026-03-19,C011256,Haircare,1,1807.23,UPI,Website
O00013266,2026-03-01,2026-03-03,C011257,Haircare,1,927.99,UPI,Qcom
O00013267,2026-03-10,2026-03-17,C011258,Bath & Body,2,1159.53,Credit Card,Qcom
O00013268,2026-03-18,2026-03-26,C011259,Wellness,2,998.22,UPI,Meta
O00013269,2026-03-22,2026-03-28,C011260,Skincare,1,2372.93,Net Banking,Ecom
O00013270,2026-03-26,2026-03-30,C011260,Bath & Body,1,634.2,Debit Card,Meta
O00013271,2026-03-02,2026-03-07,C011261,Wellness,3,5585.43,UPI,Website
O00013272,2026-03-20,2026-03-24,C011262,Skincare,1,1365.2,Credit Card,Website
O00013273,2026-03-22,2026-03-30,C011262,Skincare,2,1868.63,UPI,Ecom
O00013274,2026-03-20,2026-03-26,C011263,Makeup,1,1337.8,Credit Card,Qcom
O00013275,2026-03-26,2026-03-31,C011264,Skincare,1,1754.06,UPI,Ecom
O00013276,2026-03-19,2026-03-24,C011265,Skincare,1,1027.7,UPI,Ecom
O00013277,2026-03-06,2026-03-08,C011266,Haircare,1,1772.17,UPI,Ecom
O00013278,2026-03-03,2026-03-06,C011267,Haircare,2,3408.38,UPI,Website
O00013279,2026-03-12,2026-03-15,C011268,Bath & Body,1,740.07,Credit Card,Qcom
O00013280,2026-03-02,2026-03-09,C011269,Makeup,1,1214.66,COD,Website
O00013281,2026-03-20,2026-03-24,C011269,Fragrance,1,2409.16,Credit Card,Website
O00013282,2026-03-08,2026-03-15,C011270,Haircare,1,1071.64,COD,Ecom
O00013283,2026-03-04,2026-03-05,C011271,Skincare,1,3209.4,UPI,Ecom
O00013284,2026-03-13,2026-03-17,C011271,Skincare,2,1747.12,Net Banking,Qcom
O00013285,2026-03-17,2026-03-21,C011272,Fragrance,1,1557.24,UPI,Qcom
O00013286,2026-03-07,2026-03-09,C011273,Haircare,1,1096.72,UPI,GoogleAds
O00013287,2026-03-01,2026-03-07,C011274,Skincare,2,4537.8,UPI,Ecom
O00013288,2026-03-11,2026-03-16,C011274,Skincare,1,1342.18,Credit Card,GoogleAds
O00013289,2026-03-03,2026-03-07,C011275,Skincare,2,4820.93,COD,Website
O00013290,2026-03-22,2026-03-30,C011276,Wellness,2,3178.22,UPI,Ecom
O00013291,2026-03-06,2026-03-07,C011277,Skincare,2,3808.1,UPI,GoogleAds
O00013292,2026-03-01,2026-03-07,C011278,Fragrance,2,3855.49,COD,Website
O00013293,2026-03-12,2026-03-14,C011279,Makeup,2,1819.09,UPI,Ecom
O00013294,2026-03-25,2026-03-30,C011280,Bath & Body,2,575.5,Credit Card,Website
O00013295,2026-03-01,2026-03-04,C011281,Bath & Body,1,395.67,Credit Card,Website
O00013296,2026-03-19,2026-03-24,C011282,Haircare,1,1070.86,Credit Card,Qcom
O00013297,2026-03-18,2026-03-25,C011282,Wellness,1,840.93,UPI,Qcom
O00013298,2026-03-14,2026-03-16,C011283,Skincare,1,706.71,Net Banking,Ecom
O00013299,2026-03-20,2026-03-28,C011284,Skincare,1,915.12,UPI,Website
O00013300,2026-03-04,2026-03-07,C011285,Bath & Body,2,984.71,UPI,GoogleAds
O00013301,2026-03-21,2026-03-26,C011286,Skincare,1,817.11,Debit Card,Qcom
O00013302,2026-03-01,2026-03-05,C011287,Fragrance,2,4854.47,Debit Card,Website
O00013303,2026-03-14,2026-03-18,C011288,Skincare,1,2628.81,UPI,Meta
O00013304,2026-03-14,2026-03-22,C011289,Haircare,2,2452.88,Credit Card,Meta
O00013305,2026-03-18,2026-03-22,C011289,Makeup,2,2044.19,Credit Card,Website
O00013306,2026-03-09,2026-03-11,C011290,Skincare,1,2270.79,UPI,Meta
O00013307,2026-03-21,2026-03-28,C011291,Skincare,2,3951.75,UPI,Ecom
O00013308,2026-03-04,2026-03-11,C011291,Bath & Body,1,818.52,UPI,Website
O00013309,2026-03-05,2026-03-12,C011292,Haircare,1,513.93,Credit Card,Website
O00013310,2026-03-04,2026-03-07,C011292,Skincare,1,2459.64,UPI,Meta
O00013311,2026-03-15,2026-03-17,C011293,Skincare,1,1675.04,COD,Website
O00013312,2026-03-12,2026-03-17,C011293,Fragrance,1,2561.26,Net Banking,Ecom
O00013313,2026-03-10,2026-03-11,C011294,Haircare,1,800.72,Credit Card,GoogleAds
O00013314,2026-03-15,2026-03-23,C011295,Makeup,1,756.48,UPI,Ecom
O00013315,2026-03-05,2026-03-09,C011296,Fragrance,2,4324.88,Debit Card,Qcom
O00013316,2026-03-04,2026-03-06,C011297,Haircare,1,2079.46,UPI,Website
O00013317,2026-03-05,2026-03-13,C011298,Fragrance,1,2953.09,UPI,Qcom
O00013318,2026-03-10,2026-03-12,C011299,Haircare,1,862.51,UPI,GoogleAds
O00013319,2026-03-15,2026-03-22,C011300,Fragrance,1,2255.72,UPI,Meta
O00013320,2026-03-23,2026-03-29,C011301,Skincare,2,4436.0,UPI,Qcom
O00013321,2026-03-27,2026-03-29,C011302,Haircare,2,3708.44,UPI,GoogleAds
O00013322,2026-03-06,2026-03-12,C011303,Haircare,1,1125.07,Credit Card,Website
O00013323,2026-03-23,2026-03-25,C011303,Makeup,1,1401.31,Debit Card,Website
O00013324,2026-03-20,2026-03-22,C011304,Skincare,1,3230.34,Net Banking,Ecom
O00013325,2026-03-21,2026-03-26,C011305,Haircare,1,1022.59,UPI,Qcom
O00013326,2026-03-13,2026-03-15,C011306,Haircare,2,1482.9,COD,GoogleAds
O00013327,2026-03-01,2026-03-06,C011307,Haircare,1,852.98,UPI,Meta
O00013328,2026-03-04,2026-03-07,C011307,Haircare,1,664.59,UPI,Ecom
O00013329,2026-03-11,2026-03-14,C011308,Haircare,2,3607.21,Credit Card,Ecom
O00013330,2026-03-19,2026-03-25,C011309,Haircare,1,1621.34,Net Banking,Website
O00013331,2026-03-06,2026-03-08,C011310,Skincare,1,2138.77,UPI,Website
O00013332,2026-03-12,2026-03-20,C011311,Wellness,1,1186.02,UPI,Qcom
O00013333,2026-03-07,2026-03-15,C011312,Haircare,1,1567.75,UPI,Ecom
O00013334,2026-03-17,2026-03-20,C011313,Makeup,2,3566.36,UPI,Ecom
O00013335,2026-03-05,2026-03-08,C011313,Makeup,2,755.54,UPI,Ecom
O00013336,2026-03-14,2026-03-19,C011314,Bath & Body,3,3135.06,UPI,Website
O00013337,2026-03-13,2026-03-19,C011315,Bath & Body,1,294.61,Debit Card,Meta
O00013338,2026-03-17,2026-03-25,C011315,Skincare,1,2109.27,UPI,Meta
O00013339,2026-03-09,2026-03-13,C011316,Skincare,1,1086.8,Debit Card,GoogleAds
O00013340,2026-03-24,2026-04-01,C011317,Skincare,1,1190.09,Credit Card,Website
O00013341,2026-03-03,2026-03-04,C011318,Haircare,3,4141.72,Debit Card,Qcom
O00013342,2026-03-26,2026-03-30,C011319,Haircare,2,2393.07,UPI,Website
O00013343,2026-03-05,2026-03-13,C011320,Fragrance,1,2324.55,Net Banking,Website
O00013344,2026-03-07,2026-03-14,C011320,Makeup,3,2382.3,COD,GoogleAds
O00013345,2026-03-27,2026-03-30,C011321,Haircare,1,676.03,Credit Card,Qcom
O00013346,2026-03-23,2026-03-29,C011322,Skincare,1,2794.91,Debit Card,Meta
O00013347,2026-03-08,2026-03-11,C011323,Bath & Body,2,2197.39,UPI,Ecom
O00013348,2026-03-08,2026-03-09,C011324,Wellness,2,1555.5,UPI,Qcom
O00013349,2026-03-19,2026-03-21,C011325,Skincare,2,3183.55,Debit Card,GoogleAds
O00013350,2026-03-09,2026-03-13,C011325,Haircare,2,3385.41,COD,Website
O00013351,2026-03-27,2026-04-04,C011326,Haircare,1,1808.03,Debit Card,Meta
O00013352,2026-03-10,2026-03-13,C011327,Haircare,1,2302.39,UPI,Website
O00013353,2026-03-07,2026-03-08,C011328,Wellness,2,2770.5,UPI,Qcom
O00013354,2026-03-20,2026-03-25,C011329,Haircare,2,2602.07,UPI,Ecom
O00013355,2026-03-22,2026-03-30,C011330,Fragrance,2,4123.26,UPI,Qcom
O00013356,2026-03-17,2026-03-18,C011330,Skincare,1,1526.82,Debit Card,Website
O00013357,2026-03-16,2026-03-17,C011331,Wellness,1,1090.24,UPI,Ecom
O00013358,2026-03-10,2026-03-14,C011332,Haircare,3,2728.91,UPI,Meta
O00013359,2026-03-26,2026-03-29,C011333,Skincare,1,914.18,UPI,Ecom
O00013360,2026-03-17,2026-03-19,C011334,Makeup,3,2101.4,UPI,Meta
O00013361,2026-03-14,2026-03-19,C011335,Haircare,2,3836.75,Net Banking,Meta
O00013362,2026-03-27,2026-03-29,C011335,Haircare,3,3958.63,UPI,Qcom
O00013363,2026-03-27,2026-04-01,C011336,Fragrance,1,1049.46,UPI,Meta
O00013364,2026-03-14,2026-03-22,C011337,Bath & Body,1,503.0,Credit Card,Qcom
O00013365,2026-03-23,2026-03-31,C011337,Wellness,1,844.05,UPI,GoogleAds
O00013366,2026-03-09,2026-03-11,C011338,Skincare,1,2077.71,UPI,Qcom
O00013367,2026-03-25,2026-03-29,C011339,Skincare,2,1769.99,Credit Card,Meta
O00013368,2026-03-24,2026-04-01,C011340,Haircare,1,2092.72,Debit Card,GoogleAds
O00013369,2026-03-08,2026-03-13,C011341,Fragrance,1,961.71,Net Banking,Qcom
O00013370,2026-03-15,2026-03-18,C011342,Makeup,1,652.18,UPI,Qcom
O00013371,2026-03-16,2026-03-22,C011343,Makeup,2,1667.29,UPI,Ecom
O00013372,2026-03-25,2026-04-02,C011344,Skincare,1,1861.21,Debit Card,Website
O00013373,2026-03-13,2026-03-21,C011344,Skincare,2,1991.22,Net Banking,Qcom
O00013374,2026-03-25,2026-03-28,C011345,Haircare,2,1658.92,Debit Card,Website
O00013375,2026-03-24,2026-03-30,C011346,Fragrance,1,1338.03,COD,Ecom
O00013376,2026-03-19,2026-03-26,C011347,Haircare,1,1086.17,UPI,Meta
O00013377,2026-03-10,2026-03-14,C011348,Skincare,2,3449.88,Credit Card,Qcom
O00013378,2026-03-13,2026-03-14,C011349,Wellness,1,1729.64,UPI,Qcom
O00013379,2026-03-18,2026-03-19,C011349,Skincare,2,2865.24,UPI,Qcom
O00013380,2026-03-21,2026-03-23,C011350,Haircare,1,986.24,UPI,Ecom
O00013381,2026-03-09,2026-03-10,C011351,Makeup,1,1453.81,Credit Card,GoogleAds
O00013382,2026-03-01,2026-03-07,C011352,Fragrance,1,1949.05,Debit Card,Website
O00013383,2026-03-21,2026-03-22,C011353,Haircare,1,922.67,UPI,Qcom
O00013384,2026-03-05,2026-03-08,C011354,Haircare,2,4380.37,UPI,Qcom
O00013385,2026-03-16,2026-03-23,C011355,Haircare,1,1900.83,Net Banking,Meta
O00013386,2026-03-01,2026-03-06,C011356,Fragrance,1,3390.85,Credit Card,Meta
O00013387,2026-03-27,2026-04-04,C011357,Skincare,1,2482.56,UPI,Qcom
O00013388,2026-03-20,2026-03-22,C011358,Haircare,1,919.04,COD,Qcom
O00013389,2026-03-26,2026-04-02,C011359,Wellness,1,656.77,Credit Card,GoogleAds
O00013390,2026-03-08,2026-03-10,C011359,Haircare,1,1147.99,UPI,Qcom
O00013391,2026-03-06,2026-03-09,C011360,Makeup,3,4441.75,UPI,Ecom
O00013392,2026-03-24,2026-03-29,C011361,Haircare,2,2213.76,COD,Qcom
O00013393,2026-03-06,2026-03-12,C011362,Haircare,2,1454.45,Net Banking,Ecom
O00013394,2026-03-08,2026-03-13,C011362,Makeup,1,604.76,Net Banking,Qcom
O00013395,2026-03-03,2026-03-10,C011363,Haircare,2,3479.87,UPI,Website
O00013396,2026-03-12,2026-03-13,C011364,Skincare,1,2774.7,Credit Card,GoogleAds
O00013397,2026-03-16,2026-03-17,C011365,Makeup,2,1080.26,UPI,Website
O00013398,2026-03-21,2026-03-23,C011366,Haircare,2,1885.11,Credit Card,Qcom
O00013399,2026-03-02,2026-03-06,C011367,Bath & Body,1,894.97,COD,Meta
O00013400,2026-03-10,2026-03-13,C011368,Haircare,1,1807.48,UPI,Meta
O00013401,2026-03-23,2026-03-27,C011369,Makeup,1,1278.78,UPI,Meta
O00013402,2026-03-02,2026-03-04,C011370,Haircare,1,1511.39,COD,Qcom
O00013403,2026-03-26,2026-03-31,C011371,Skincare,1,3004.2,UPI,Website
O00013404,2026-03-08,2026-03-10,C011372,Haircare,2,2679.58,Credit Card,Website
O00013405,2026-03-19,2026-03-23,C011373,Makeup,1,1039.88,UPI,GoogleAds
O00013406,2026-03-24,2026-03-26,C011373,Bath & Body,1,304.02,Debit Card,Ecom
O00013407,2026-03-03,2026-03-07,C011374,Fragrance,3,6737.4,Debit Card,Qcom
O00013408,2026-03-15,2026-03-22,C011374,Haircare,1,580.05,Credit Card,Ecom
O00013409,2026-03-23,2026-03-26,C011375,Skincare,1,1047.71,Credit Card,Ecom
O00013410,2026-03-16,2026-03-23,C011376,Skincare,2,5789.76,UPI,Qcom
O00013411,2026-03-26,2026-03-27,C011377,Haircare,1,1022.95,UPI,Qcom
O00013412,2026-03-17,2026-03-19,C011378,Fragrance,2,4812.67,Net Banking,Meta
O00013413,2026-03-05,2026-03-07,C011379,Haircare,1,2114.06,Credit Card,GoogleAds
O00013414,2026-03-19,2026-03-26,C011380,Skincare,3,3293.67,UPI,Ecom
O00013415,2026-03-11,2026-03-15,C011380,Wellness,1,370.63,UPI,Ecom
O00013416,2026-03-11,2026-03-17,C011381,Haircare,1,1830.92,COD,Qcom
O00013417,2026-03-08,2026-03-10,C011382,Haircare,1,1931.69,Credit Card,Meta
O00013418,2026-03-14,2026-03-21,C011383,Haircare,1,1455.35,Debit Card,Website
O00013419,2026-03-05,2026-03-07,C011384,Skincare,1,1684.61,UPI,Website
O00013420,2026-03-25,2026-03-27,C011385,Haircare,1,2382.27,Debit Card,Ecom
O00013421,2026-03-11,2026-03-17,C011385,Haircare,1,2039.96,Credit Card,Ecom
O00013422,2026-03-10,2026-03-17,C011386,Fragrance,1,810.83,UPI,Ecom
O00013423,2026-03-22,2026-03-30,C011387,Haircare,1,2423.64,UPI,Website
O00013424,2026-03-14,2026-03-15,C011388,Haircare,1,905.14,UPI,Ecom
O00013425,2026-03-26,2026-04-03,C011389,Haircare,3,2408.9,Debit Card,Website
O00013426,2026-03-21,2026-03-23,C011390,Fragrance,1,977.86,Net Banking,Ecom
O00013427,2026-03-26,2026-04-01,C011391,Skincare,1,2235.18,UPI,Website
O00013428,2026-03-23,2026-03-27,C011391,Haircare,1,1067.48,UPI,Qcom
O00013429,2026-03-04,2026-03-09,C011392,Wellness,3,4658.14,Debit Card,Ecom
O00013430,2026-03-22,2026-03-25,C011393,Haircare,1,1200.81,Debit Card,Website
O00013431,2026-03-05,2026-03-06,C011394,Skincare,1,1539.23,UPI,Qcom
O00013432,2026-03-08,2026-03-10,C011394,Skincare,2,1701.94,UPI,Ecom
O00013433,2026-03-06,2026-03-13,C011395,Skincare,1,2946.68,UPI,Ecom
O00013434,2026-03-10,2026-03-15,C011395,Haircare,2,1734.48,Debit Card,GoogleAds
O00013435,2026-03-19,2026-03-25,C011396,Skincare,1,1057.89,UPI,Qcom
O00013436,2026-03-14,2026-03-19,C011397,Haircare,1,1304.05,UPI,Qcom
O00013437,2026-03-16,2026-03-21,C011398,Haircare,3,5901.32,UPI,Website
O00013438,2026-03-02,2026-03-09,C011398,Makeup,2,1026.64,Net Banking,Qcom
O00013439,2026-03-05,2026-03-06,C011399,Haircare,1,1461.89,Debit Card,GoogleAds
O00013440,2026-03-11,2026-03-15,C011400,Haircare,1,1568.72,UPI,Ecom
O00013441,2026-03-18,2026-03-25,C011401,Haircare,1,1712.96,UPI,Qcom
O00013442,2026-03-20,2026-03-27,C011401,Fragrance,1,2637.59,UPI,Ecom
O00013443,2026-03-26,2026-04-01,C011402,Makeup,1,1747.37,UPI,Website
O00013444,2026-03-04,2026-03-11,C011402,Haircare,1,1840.98,UPI,Website
O00013445,2026-03-13,2026-03-18,C011403,Bath & Body,1,1027.59,Debit Card,Ecom
O00013446,2026-03-13,2026-03-14,C011404,Skincare,1,1428.65,UPI,Ecom
O00013447,2026-03-03,2026-03-07,C011405,Skincare,2,1448.65,UPI,Ecom
O00013448,2026-03-25,2026-03-26,C011405,Haircare,1,1533.76,UPI,Qcom
O00013449,2026-03-24,2026-04-01,C011406,Haircare,1,1959.33,UPI,GoogleAds
O00013450,2026-03-08,2026-03-15,C011407,Haircare,1,1769.51,UPI,GoogleAds
O00013451,2026-03-19,2026-03-23,C011408,Skincare,1,2343.19,UPI,Website
O00013452,2026-03-08,2026-03-13,C011409,Haircare,1,2315.07,UPI,Ecom
O00013453,2026-03-09,2026-03-12,C011409,Skincare,1,1234.25,UPI,GoogleAds
O00013454,2026-03-16,2026-03-23,C011410,Makeup,1,786.92,UPI,Qcom
O00013455,2026-03-21,2026-03-23,C011411,Wellness,2,3952.64,COD,Website
O00013456,2026-03-17,2026-03-23,C011412,Skincare,1,777.48,UPI,Qcom
O00013457,2026-03-07,2026-03-12,C011413,Makeup,1,500.0,Credit Card,Meta
O00013458,2026-03-01,2026-03-09,C011414,Makeup,1,828.78,UPI,Ecom
O00013459,2026-03-17,2026-03-23,C011415,Haircare,1,585.98,COD,Qcom
